Year,Stage,Home_Team,Away_Team,Attendance,Total_Goals,Match_Result,Win_Conditions,Venue_City,Host_Nation,Player_Team,Lineup,Goals_Scored,Yellow_Cards,Red_Cards
1938,Group Stage,Italy,Norway,19000,3,Home Win,AET,Marseilles,France,ITA,Substitute,0,0,0
1938,Group Stage,Italy,Norway,19000,3,Home Win,AET,Marseilles,France,NOR,Substitute,0,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,BRA,Starter,0,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,POL,Starter,0,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,BRA,Starter,2,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,POL,Starter,4,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,BRA,Starter,1,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,BRA,Starter,3,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,BRA,Substitute,0,0,0
1938,Group Stage,Brazil,Poland,13452,11,Home Win,AET,Strasbourg,France,POL,Substitute,0,0,0
1938,Group Stage,Czechoslovakia,Netherlands,11000,3,Home Win,AET,Le Havre,France,TCH,Starter,0,0,0
1938,Group Stage,Czechoslovakia,Netherlands,11000,3,Home Win,AET,Le Havre,France,NED,Starter,0,0,0
1938,Group Stage,Czechoslovakia,Netherlands,11000,3,Home Win,AET,Le Havre,France,TCH,Starter,1,0,0
1938,Group Stage,Czechoslovakia,Netherlands,11000,3,Home Win,AET,Le Havre,France,TCH,Substitute,0,0,0
1938,Group Stage,Czechoslovakia,Netherlands,11000,3,Home Win,AET,Le Havre,France,NED,Substitute,0,0,0
1938,Group Stage,Cuba,Romania,8000,3,Home Win,Normal,Toulouse,France,CUB,Starter,0,0,0
1938,Group Stage,Cuba,Romania,8000,3,Home Win,Normal,Toulouse,France,ROU,Starter,0,0,0
1938,Group Stage,Cuba,Romania,8000,3,Home Win,Normal,Toulouse,France,ROU,Starter,1,0,0
1938,Group Stage,Cuba,Romania,8000,3,Home Win,Normal,Toulouse,France,CUB,Starter,1,0,0
1938,Group Stage,Cuba,Romania,8000,3,Home Win,Normal,Toulouse,France,CUB,Substitute,0,0,0
1938,Group Stage,Cuba,Romania,8000,3,Home Win,Normal,Toulouse,France,ROU,Substitute,0,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,SUI,Starter,0,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,GER,Starter,0,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,SUI,Starter,2,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,GER,Starter,1,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,SUI,Starter,1,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,SUI,Substitute,0,0,0
1938,Group Stage,Switzerland,Germany,20025,6,Home Win,Normal,Paris,France,GER,Substitute,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,BRA,Starter,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,TCH,Starter,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,BRA,Starter,0,0,1
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,TCH,Starter,0,0,1
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,BRA,Starter,1,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,BRA,Substitute,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,22021,2,Draw,Normal,Bordeaux,France,TCH,Substitute,0,0,0
1938,Quarter-Final,Hungary,Switzerland,15000,2,Home Win,Normal,Lille,France,HUN,Starter,0,0,0
1938,Quarter-Final,Hungary,Switzerland,15000,2,Home Win,Normal,Lille,France,SUI,Starter,0,0,0
1938,Quarter-Final,Hungary,Switzerland,15000,2,Home Win,Normal,Lille,France,HUN,Starter,1,0,0
1938,Quarter-Final,Hungary,Switzerland,15000,2,Home Win,Normal,Lille,France,HUN,Substitute,0,0,0
1938,Quarter-Final,Hungary,Switzerland,15000,2,Home Win,Normal,Lille,France,SUI,Substitute,0,0,0
1938,Quarter-Final,Sweden,Cuba,7000,8,Home Win,Normal,Antibes,France,SWE,Starter,0,0,0
1938,Quarter-Final,Sweden,Cuba,7000,8,Home Win,Normal,Antibes,France,CUB,Starter,0,0,0
1938,Quarter-Final,Sweden,Cuba,7000,8,Home Win,Normal,Antibes,France,SWE,Starter,3,0,0
1938,Quarter-Final,Sweden,Cuba,7000,8,Home Win,Normal,Antibes,France,SWE,Starter,1,0,0
1938,Quarter-Final,Sweden,Cuba,7000,8,Home Win,Normal,Antibes,France,SWE,Substitute,0,0,0
1938,Quarter-Final,Sweden,Cuba,7000,8,Home Win,Normal,Antibes,France,CUB,Substitute,0,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,ITA,Starter,0,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,FRA,Starter,0,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,ITA,Starter,2,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,FRA,Starter,1,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,ITA,Starter,1,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,ITA,Substitute,0,0,0
1938,Quarter-Final,Italy,France,58455,4,Home Win,Normal,Colombes,France,FRA,Substitute,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,18141,3,Home Win,Normal,Bordeaux,France,BRA,Starter,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,18141,3,Home Win,Normal,Bordeaux,France,TCH,Starter,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,18141,3,Home Win,Normal,Bordeaux,France,BRA,Starter,1,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,18141,3,Home Win,Normal,Bordeaux,France,TCH,Starter,1,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,18141,3,Home Win,Normal,Bordeaux,France,BRA,Substitute,0,0,0
1938,Quarter-Final,Brazil,Czechoslovakia,18141,3,Home Win,Normal,Bordeaux,France,TCH,Substitute,0,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,HUN,Starter,0,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,SWE,Starter,0,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,HUN,Starter,1,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,HUN,Starter,2,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,SWE,Starter,1,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,HUN,Substitute,0,0,0
1938,Semi-Final,Hungary,Sweden,20000,6,Home Win,Normal,Paris,France,SWE,Substitute,0,0,0
1938,Semi-Final,Italy,Brazil,33000,3,Home Win,Normal,Marseilles,France,ITA,Starter,0,0,0
1938,Semi-Final,Italy,Brazil,33000,3,Home Win,Normal,Marseilles,France,BRA,Starter,0,0,0
1938,Semi-Final,Italy,Brazil,33000,3,Home Win,Normal,Marseilles,France,ITA,Starter,1,0,0
1938,Semi-Final,Italy,Brazil,33000,3,Home Win,Normal,Marseilles,France,BRA,Starter,1,0,0
1938,Semi-Final,Italy,Brazil,33000,3,Home Win,Normal,Marseilles,France,ITA,Substitute,0,0,0
1938,Semi-Final,Italy,Brazil,33000,3,Home Win,Normal,Marseilles,France,BRA,Substitute,0,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,BRA,Starter,0,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,SWE,Starter,0,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,BRA,Starter,1,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,BRA,Starter,2,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,SWE,Starter,1,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,BRA,Substitute,0,0,0
1938,Third Place,Brazil,Sweden,12000,6,Home Win,Normal,Bordeaux,France,SWE,Substitute,0,0,0
1938,Final,Italy,Hungary,45000,6,Home Win,Normal,Colombes,France,ITA,Starter,0,0,0
1938,Final,Italy,Hungary,45000,6,Home Win,Normal,Colombes,France,HUN,Starter,0,0,0
1938,Final,Italy,Hungary,45000,6,Home Win,Normal,Colombes,France,ITA,Starter,2,0,0
1938,Final,Italy,Hungary,45000,6,Home Win,Normal,Colombes,France,HUN,Starter,1,0,0
1938,Final,Italy,Hungary,45000,6,Home Win,Normal,Colombes,France,ITA,Substitute,0,0,0
1938,Final,Italy,Hungary,45000,6,Home Win,Normal,Colombes,France,HUN,Substitute,0,0,0
1950,Group Stage,Brazil,Mexico,81649,4,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,0,0,0
1950,Group Stage,Brazil,Mexico,81649,4,Home Win,Normal,Rio De Janeiro,Brazil,MEX,Starter,0,0,0
1950,Group Stage,Brazil,Mexico,81649,4,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,2,0,0
1950,Group Stage,Brazil,Mexico,81649,4,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,1,0,0
1950,Group Stage,Brazil,Mexico,81649,4,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Substitute,0,0,0
1950,Group Stage,Brazil,Mexico,81649,4,Home Win,Normal,Rio De Janeiro,Brazil,MEX,Substitute,0,0,0
1950,Group Stage,England,Chile,29703,2,Home Win,Normal,Rio De Janeiro,Brazil,ENG,Starter,0,0,0
1950,Group Stage,England,Chile,29703,2,Home Win,Normal,Rio De Janeiro,Brazil,CHI,Starter,0,0,0
1950,Group Stage,England,Chile,29703,2,Home Win,Normal,Rio De Janeiro,Brazil,ENG,Starter,1,0,0
1950,Group Stage,England,Chile,29703,2,Home Win,Normal,Rio De Janeiro,Brazil,ENG,Substitute,0,0,0
1950,Group Stage,England,Chile,29703,2,Home Win,Normal,Rio De Janeiro,Brazil,CHI,Substitute,0,0,0
1950,Group Stage,Spain,USA,9511,4,Home Win,Normal,Curitiba,Brazil,ESP,Starter,0,0,0
1950,Group Stage,Spain,USA,9511,4,Home Win,Normal,Curitiba,Brazil,USA,Starter,0,0,0
1950,Group Stage,Spain,USA,9511,4,Home Win,Normal,Curitiba,Brazil,ESP,Starter,1,0,0
1950,Group Stage,Spain,USA,9511,4,Home Win,Normal,Curitiba,Brazil,USA,Starter,1,0,0
1950,Group Stage,Spain,USA,9511,4,Home Win,Normal,Curitiba,Brazil,ESP,Substitute,0,0,0
1950,Group Stage,Spain,USA,9511,4,Home Win,Normal,Curitiba,Brazil,USA,Substitute,0,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,0,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,ITA,Starter,0,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,ITA,Starter,1,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,1,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,2,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Substitute,0,0,0
1950,Group Stage,Sweden,Italy,36502,5,Home Win,Normal,Sao Paulo,Brazil,ITA,Substitute,0,0,0
1950,Group Stage,Yugoslavia,Switzerland,7336,3,Home Win,Normal,Belo Horizonte,Brazil,YUG,Starter,0,0,0
1950,Group Stage,Yugoslavia,Switzerland,7336,3,Home Win,Normal,Belo Horizonte,Brazil,SUI,Starter,0,0,0
1950,Group Stage,Yugoslavia,Switzerland,7336,3,Home Win,Normal,Belo Horizonte,Brazil,YUG,Starter,1,0,0
1950,Group Stage,Yugoslavia,Switzerland,7336,3,Home Win,Normal,Belo Horizonte,Brazil,YUG,Substitute,0,0,0
1950,Group Stage,Yugoslavia,Switzerland,7336,3,Home Win,Normal,Belo Horizonte,Brazil,SUI,Substitute,0,0,0
1950,Group Stage,Brazil,Switzerland,42032,4,Draw,Normal,Sao Paulo,Brazil,BRA,Starter,0,0,0
1950,Group Stage,Brazil,Switzerland,42032,4,Draw,Normal,Sao Paulo,Brazil,SUI,Starter,0,0,0
1950,Group Stage,Brazil,Switzerland,42032,4,Draw,Normal,Sao Paulo,Brazil,SUI,Starter,2,0,0
1950,Group Stage,Brazil,Switzerland,42032,4,Draw,Normal,Sao Paulo,Brazil,BRA,Starter,1,0,0
1950,Group Stage,Brazil,Switzerland,42032,4,Draw,Normal,Sao Paulo,Brazil,BRA,Substitute,0,0,0
1950,Group Stage,Brazil,Switzerland,42032,4,Draw,Normal,Sao Paulo,Brazil,SUI,Substitute,0,0,0
1950,Group Stage,Yugoslavia,Mexico,11078,5,Home Win,Normal,Porto Alegre,Brazil,YUG,Starter,0,0,0
1950,Group Stage,Yugoslavia,Mexico,11078,5,Home Win,Normal,Porto Alegre,Brazil,MEX,Starter,0,0,0
1950,Group Stage,Yugoslavia,Mexico,11078,5,Home Win,Normal,Porto Alegre,Brazil,YUG,Starter,1,0,0
1950,Group Stage,Yugoslavia,Mexico,11078,5,Home Win,Normal,Porto Alegre,Brazil,YUG,Starter,2,0,0
1950,Group Stage,Yugoslavia,Mexico,11078,5,Home Win,Normal,Porto Alegre,Brazil,YUG,Substitute,0,0,0
1950,Group Stage,Yugoslavia,Mexico,11078,5,Home Win,Normal,Porto Alegre,Brazil,MEX,Substitute,0,0,0
1950,Group Stage,Spain,Chile,19790,2,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Starter,0,0,0
1950,Group Stage,Spain,Chile,19790,2,Home Win,Normal,Rio De Janeiro,Brazil,CHI,Starter,0,0,0
1950,Group Stage,Spain,Chile,19790,2,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Starter,1,0,0
1950,Group Stage,Spain,Chile,19790,2,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Substitute,0,0,0
1950,Group Stage,Spain,Chile,19790,2,Home Win,Normal,Rio De Janeiro,Brazil,CHI,Substitute,0,0,0
1950,Group Stage,Sweden,Paraguay,7903,4,Draw,Normal,Curitiba,Brazil,SWE,Starter,0,0,0
1950,Group Stage,Sweden,Paraguay,7903,4,Draw,Normal,Curitiba,Brazil,PAR,Starter,0,0,0
1950,Group Stage,Sweden,Paraguay,7903,4,Draw,Normal,Curitiba,Brazil,PAR,Starter,1,0,0
1950,Group Stage,Sweden,Paraguay,7903,4,Draw,Normal,Curitiba,Brazil,SWE,Starter,1,0,0
1950,Group Stage,Sweden,Paraguay,7903,4,Draw,Normal,Curitiba,Brazil,SWE,Substitute,0,0,0
1950,Group Stage,Sweden,Paraguay,7903,4,Draw,Normal,Curitiba,Brazil,PAR,Substitute,0,0,0
1950,Group Stage,USA,England,10151,1,Home Win,Normal,Belo Horizonte,Brazil,USA,Starter,0,0,0
1950,Group Stage,USA,England,10151,1,Home Win,Normal,Belo Horizonte,Brazil,ENG,Starter,0,0,0
1950,Group Stage,USA,England,10151,1,Home Win,Normal,Belo Horizonte,Brazil,USA,Starter,1,0,0
1950,Group Stage,USA,England,10151,1,Home Win,Normal,Belo Horizonte,Brazil,USA,Substitute,0,0,0
1950,Group Stage,USA,England,10151,1,Home Win,Normal,Belo Horizonte,Brazil,ENG,Substitute,0,0,0
1950,Group Stage,Brazil,Yugoslavia,142429,2,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,0,0,0
1950,Group Stage,Brazil,Yugoslavia,142429,2,Home Win,Normal,Rio De Janeiro,Brazil,YUG,Starter,0,0,0
1950,Group Stage,Brazil,Yugoslavia,142429,2,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,1,0,0
1950,Group Stage,Brazil,Yugoslavia,142429,2,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Substitute,0,0,0
1950,Group Stage,Brazil,Yugoslavia,142429,2,Home Win,Normal,Rio De Janeiro,Brazil,YUG,Substitute,0,0,0
1950,Group Stage,Spain,England,74462,1,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Starter,0,0,0
1950,Group Stage,Spain,England,74462,1,Home Win,Normal,Rio De Janeiro,Brazil,ENG,Starter,0,0,0
1950,Group Stage,Spain,England,74462,1,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Starter,1,0,0
1950,Group Stage,Spain,England,74462,1,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Substitute,0,0,0
1950,Group Stage,Spain,England,74462,1,Home Win,Normal,Rio De Janeiro,Brazil,ENG,Substitute,0,0,0
1950,Group Stage,Italy,Paraguay,25811,2,Home Win,Normal,Sao Paulo,Brazil,ITA,Starter,0,0,0
1950,Group Stage,Italy,Paraguay,25811,2,Home Win,Normal,Sao Paulo,Brazil,PAR,Starter,0,0,0
1950,Group Stage,Italy,Paraguay,25811,2,Home Win,Normal,Sao Paulo,Brazil,ITA,Starter,1,0,0
1950,Group Stage,Italy,Paraguay,25811,2,Home Win,Normal,Sao Paulo,Brazil,ITA,Substitute,0,0,0
1950,Group Stage,Italy,Paraguay,25811,2,Home Win,Normal,Sao Paulo,Brazil,PAR,Substitute,0,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,URU,Starter,0,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,BOL,Starter,0,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,URU,Starter,2,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,URU,Starter,1,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,URU,Starter,3,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,URU,Substitute,0,0,0
1950,Group Stage,Uruguay,Bolivia,5284,8,Home Win,Normal,Belo Horizonte,Brazil,BOL,Substitute,0,0,0
1950,Group Stage,Switzerland,Mexico,3580,3,Home Win,Normal,Porto Alegre,Brazil,SUI,Starter,0,0,0
1950,Group Stage,Switzerland,Mexico,3580,3,Home Win,Normal,Porto Alegre,Brazil,MEX,Starter,0,0,0
1950,Group Stage,Switzerland,Mexico,3580,3,Home Win,Normal,Porto Alegre,Brazil,SUI,Starter,1,0,0
1950,Group Stage,Switzerland,Mexico,3580,3,Home Win,Normal,Porto Alegre,Brazil,MEX,Starter,1,0,0
1950,Group Stage,Switzerland,Mexico,3580,3,Home Win,Normal,Porto Alegre,Brazil,SUI,Substitute,0,0,0
1950,Group Stage,Switzerland,Mexico,3580,3,Home Win,Normal,Porto Alegre,Brazil,MEX,Substitute,0,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,CHI,Starter,0,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,USA,Starter,0,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,CHI,Starter,2,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,CHI,Starter,1,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,USA,Starter,1,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,CHI,Substitute,0,0,0
1950,Group Stage,Chile,USA,8501,7,Home Win,Normal,Recife,Brazil,USA,Substitute,0,0,0
1950,Group Stage,Uruguay,Spain,44802,4,Draw,Normal,Sao Paulo,Brazil,URU,Starter,0,0,0
1950,Group Stage,Uruguay,Spain,44802,4,Draw,Normal,Sao Paulo,Brazil,ESP,Starter,0,0,0
1950,Group Stage,Uruguay,Spain,44802,4,Draw,Normal,Sao Paulo,Brazil,URU,Starter,1,0,0
1950,Group Stage,Uruguay,Spain,44802,4,Draw,Normal,Sao Paulo,Brazil,ESP,Starter,2,0,0
1950,Group Stage,Uruguay,Spain,44802,4,Draw,Normal,Sao Paulo,Brazil,URU,Substitute,0,0,0
1950,Group Stage,Uruguay,Spain,44802,4,Draw,Normal,Sao Paulo,Brazil,ESP,Substitute,0,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,0,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,SWE,Starter,0,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,2,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,1,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,4,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Substitute,0,0,0
1950,Group Stage,Brazil,Sweden,138886,8,Home Win,Normal,Rio De Janeiro,Brazil,SWE,Substitute,0,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,0,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Starter,0,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,1,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Starter,1,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,0,1,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,2,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Substitute,0,0,0
1950,Group Stage,Brazil,Spain,152772,7,Home Win,Normal,Rio De Janeiro,Brazil,ESP,Substitute,0,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,URU,Starter,0,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,0,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,1,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,URU,Starter,2,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,URU,Starter,1,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,URU,Substitute,0,0,0
1950,Group Stage,Uruguay,Sweden,7987,5,Home Win,Normal,Sao Paulo,Brazil,SWE,Substitute,0,0,0
1950,Group Stage,Sweden,Spain,11227,4,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,0,0,0
1950,Group Stage,Sweden,Spain,11227,4,Home Win,Normal,Sao Paulo,Brazil,ESP,Starter,0,0,0
1950,Group Stage,Sweden,Spain,11227,4,Home Win,Normal,Sao Paulo,Brazil,SWE,Starter,1,0,0
1950,Group Stage,Sweden,Spain,11227,4,Home Win,Normal,Sao Paulo,Brazil,ESP,Starter,1,0,0
1950,Group Stage,Sweden,Spain,11227,4,Home Win,Normal,Sao Paulo,Brazil,SWE,Substitute,0,0,0
1950,Group Stage,Sweden,Spain,11227,4,Home Win,Normal,Sao Paulo,Brazil,ESP,Substitute,0,0,0
1950,Group Stage,Uruguay,Brazil,173850,3,Home Win,Normal,Rio De Janeiro,Brazil,URU,Starter,0,0,0
1950,Group Stage,Uruguay,Brazil,173850,3,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,0,0,0
1950,Group Stage,Uruguay,Brazil,173850,3,Home Win,Normal,Rio De Janeiro,Brazil,URU,Starter,1,0,0
1950,Group Stage,Uruguay,Brazil,173850,3,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Starter,1,0,0
1950,Group Stage,Uruguay,Brazil,173850,3,Home Win,Normal,Rio De Janeiro,Brazil,URU,Substitute,0,0,0
1950,Group Stage,Uruguay,Brazil,173850,3,Home Win,Normal,Rio De Janeiro,Brazil,BRA,Substitute,0,0,0
1954,Group Stage,Uruguay,Czechoslovakia,20500,2,Home Win,Normal,Berne,Switzerland,URU,Starter,0,0,0
1954,Group Stage,Uruguay,Czechoslovakia,20500,2,Home Win,Normal,Berne,Switzerland,TCH,Starter,0,0,0
1954,Group Stage,Uruguay,Czechoslovakia,20500,2,Home Win,Normal,Berne,Switzerland,URU,Starter,1,0,0
1954,Group Stage,Uruguay,Czechoslovakia,20500,2,Home Win,Normal,Berne,Switzerland,URU,Substitute,0,0,0
1954,Group Stage,Uruguay,Czechoslovakia,20500,2,Home Win,Normal,Berne,Switzerland,TCH,Substitute,0,0,0
1954,Group Stage,Austria,Scotland,25000,1,Home Win,Normal,Zurich,Switzerland,AUT,Starter,0,0,0
1954,Group Stage,Austria,Scotland,25000,1,Home Win,Normal,Zurich,Switzerland,SCO,Starter,0,0,0
1954,Group Stage,Austria,Scotland,25000,1,Home Win,Normal,Zurich,Switzerland,AUT,Starter,1,0,0
1954,Group Stage,Austria,Scotland,25000,1,Home Win,Normal,Zurich,Switzerland,AUT,Substitute,0,0,0
1954,Group Stage,Austria,Scotland,25000,1,Home Win,Normal,Zurich,Switzerland,SCO,Substitute,0,0,0
1954,Group Stage,Brazil,Mexico,13470,5,Home Win,Normal,Geneva,Switzerland,BRA,Starter,0,0,0
1954,Group Stage,Brazil,Mexico,13470,5,Home Win,Normal,Geneva,Switzerland,MEX,Starter,0,0,0
1954,Group Stage,Brazil,Mexico,13470,5,Home Win,Normal,Geneva,Switzerland,BRA,Starter,1,0,0
1954,Group Stage,Brazil,Mexico,13470,5,Home Win,Normal,Geneva,Switzerland,BRA,Starter,2,0,0
1954,Group Stage,Brazil,Mexico,13470,5,Home Win,Normal,Geneva,Switzerland,BRA,Substitute,0,0,0
1954,Group Stage,Brazil,Mexico,13470,5,Home Win,Normal,Geneva,Switzerland,MEX,Substitute,0,0,0
1954,Group Stage,Yugoslavia,France,16000,1,Home Win,Normal,Lausanne,Switzerland,YUG,Starter,0,0,0
1954,Group Stage,Yugoslavia,France,16000,1,Home Win,Normal,Lausanne,Switzerland,FRA,Starter,0,0,0
1954,Group Stage,Yugoslavia,France,16000,1,Home Win,Normal,Lausanne,Switzerland,YUG,Starter,1,0,0
1954,Group Stage,Yugoslavia,France,16000,1,Home Win,Normal,Lausanne,Switzerland,YUG,Substitute,0,0,0
1954,Group Stage,Yugoslavia,France,16000,1,Home Win,Normal,Lausanne,Switzerland,FRA,Substitute,0,0,0
